district,code,name,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
Jackson County Schools,500302,Blue Ridge Early College,25.8,D,51.4,3
Ashe County Schools,50302,Ashe County High,51.5,C,51.4,3
Cumberland County Schools,260382,Lucile Souders Elementary,75.8,C,51.4,3
Gaston County Schools,360339,W B Beam Intermediate School,51.6,C,51.4,3
Wake County Schools,920570,Timber Drive Elementary,39.3,D,51.3,3
Edenton-Chowan Schools,210312,John A Holmes High,52.5,C,51.3,3
Brunswick County Schools,100316,Leland Middle,69.4,D,51.3,3
Randolph County Schools,760360,Southwestern Randolph Middle,60.1,C,51.3,3
Charlotte-Mecklenburg Schools,600319,Berryhill School,40.7,C,51.2,3
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,50.5,C,51.2,3
Union County Public Schools,900308,East Union Middle,70.5,D,51.2,3
Wake County Schools,920474,Lake Myra Elementary,50.2,D,51.1,3
Davidson County Schools,290352,Pilot Elementary,53.8,C,51.1,3
Durham Public Schools,320365,Riverside High,54.2,C,51.1,3
Johnston County Schools,510340,Four Oaks Elementary,65.1,C,51.1,3
Lenoir County Public Schools,540336,South Lenoir High,51.4,B,51.1,3
McDowell County Schools,590352,West Marion Elementary School,64.2,C,51.1,3
Montgomery County Schools,620324,Mount Gilead Elementary,84.6,C,51.1,3
New Hanover County Schools,650332,The International School at Gregory,56.9,C,51.1,3
Pasquotank County Schools,700316,J C Sawyer Elementary,54.1,C,51.1,3
Caldwell County Schools,140324,Gamewell Elementary,48.2,C,51,3
Catawba County Schools,180324,Catawba Elementary School,66.1,C,51,3
Cleveland County Schools,230368,Township Three Elementary,64.7,C,51,3
Currituck County Schools,270308,Currituck County Middle,36.3,C,51,3
Forsyth County Schools,340364,East Forsyth High,36,C,51,3
Jackson County Schools,500332,Scotts Creek Elementary,64.1,C,51,3
Pamlico County Schools,690312,Fred A Anderson Elementary,58.6,C,51,3
Richmond County Schools,770370,Washington Street Elementary,79.3,C,51,3
Rockingham County Schools,790330,J E Holmes Middle,66.3,C,51,3
Brunswick County Schools,100309,Cedar Grove Middle,75.5,C,50.9,3
Buncombe County Schools,110324,Candler Elementary,44.2,C,50.9,3
Forsyth County Schools,340504,Rural Hall Elementary,60.6,C,50.9,3
Guilford County Schools,410391,Penn-Griffin Schools,65.5,C,50.9,3
Hyde County Schools,480318,Mattamuskeet Early College High,59.5,C,50.9,3
Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,48.1,C,50.9,3
Montgomery County Schools,620330,Page Street Elementary,65.9,C,50.9,3
Onslow County Schools,670325,Jacksonville Commons Middle,63.5,C,50.9,3
Vance County Schools,910380,Zeb Vance Elementary,57.4,C,50.9,3
Cherokee County Schools,200328,Murphy High,47.6,C,50.8,3
Thomasville City Schools,292318,Thomasville Primary,63.6,C,50.8,3
Guilford County Schools,410307,Edwin A Alderman Elementary,55,D,50.8,3
Wake County Schools,920326,Baileywick Road Elementary,55.7,D,50.8,3
Henderson County Schools,450306,Bruce Drysdale Elementary,66.9,C,50.8,3
Johnston County Schools,510342,Four Oaks Middle,60,C,50.8,3
McDowell County Schools,590326,McDowell Academy for Innovation,54.5,C,50.8,3
Wilkes County Schools,970358,North Wilkes Middle School,38,C,50.8,3
Charter Schools,78A000,CIS Academy,76.7,C,50.8,3
Gaston County Schools,360480,Pleasant Ridge Elementary,48.1,D,50.7,3
Gaston County Schools,360498,Southwest Middle,49.2,C,50.7,3
Gates County Schools,370312,Gates County Senior High,45.4,C,50.7,3
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,49.3,C,50.7,3
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,42.2,C,50.7,3
Mitchell County Schools,610302,Bowman Middle,51.7,C,50.7,3
Wayne County Public Schools,960372,Rosewood High,48.9,C,50.7,3
Cumberland County Schools,260344,J W Coon Elementary,67.6,C,50.6,3
Guilford County Schools,410529,Lucy Ragsdale High,53.5,B,50.6,3
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,46.8,C,50.6,3
Montgomery County Schools,620314,East Middle,83.9,C,50.6,3
Montgomery County Schools,620334,Star Elementary,73.7,C,50.6,3
Onslow County Schools,670323,Jacksonville Commons Elem,68.2,C,50.6,3
Bladen County Schools,90315,Bladenboro Middle,74.4,C,50.5,3
Forsyth County Schools,340532,Union Cross Traditional Acad,56.4,C,50.5,3
Guilford County Schools,410412,Irving Park Elementary,53.8,C,50.5,3
Charlotte-Mecklenburg Schools,600479,Northeast Middle,38.9,C,50.5,3
Nash-Rocky Mount Schools,640316,Cedar Grove Elementary,52.4,C,50.5,3
Wake County Schools,920616,Wilburn Elementary,74.9,D,50.5,3
Rockingham County Schools,790390,Stoneville Elementary,71.6,C,50.5,3
Yadkin County Schools,990326,Starmount High,52.7,C,50.5,3
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,44.9,D,50.4,3
Iredell-Statesville Schools,490366,Troutman Middle,47.1,D,50.4,3
Davidson County Schools,290308,Central Davidson High,36.7,B,50.4,3
Lexington City Schools,291352,Southwest Elementary School,57.3,D,50.4,3
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,53.1,C,50.4,3
Onslow County Schools,670329,Meadow View Elementary,56,C,50.4,3
Onslow County Schools,670339,Richlands Elementary,53,C,50.4,3
Rockingham County Schools,790327,Huntsville Elementary,65.3,C,50.4,3
Forsyth County Schools,340448,Mineral Springs Elementary,64.5,C,50.3,3
Gaston County Schools,360468,North Belmont Elementary,42.8,C,50.3,3
Onslow County Schools,670344,Southwest High,54.1,C,50.3,3
Swain County Schools,870314,Swain County High School,48.5,C,50.3,3
Davidson County Schools,290328,Fair Grove Elementary,48.3,D,50.2,3
Union County Public Schools,900388,Wingate Elementary,53.2,D,50.2,3
Iredell-Statesville Schools,490384,West Iredell Middle,60.6,C,50.2,3
Charlotte-Mecklenburg Schools,600481,Northridge Middle,37.7,C,50.2,3
Wake County Schools,920597,Wakelon Elementary,72.3,D,50.2,3
Pitt County Schools,740376,Pactolus,68.8,C,50.1,3
Charter Schools,41N000,The Experiential School of Greensboro,18.7,D,50,3
Bertie County Schools,80360,Colerain Elementary,66.3,C,50,3
Cabarrus County Schools,130344,Wolf Meadow Elementary,54.5,C,50,3
Davidson County Schools,290366,Southwood Elementary,65.5,C,50,3
Randolph County Schools,760324,Franklinville Elementary,62.9,D,50,3
Pender County Schools,710312,Burgaw Elementary,90.6,C,50,3
Pitt County Schools,740304,Ayden Elementary,65.6,C,50,3
Richmond County Schools,770364,Cordova Middle,89.1,C,50,3
Wake County Schools,920336,Brentwood Elementary,74.8,C,50,3
Charter Schools,20A000,The Learning Center,39,C,50,3
Charter Schools,92M000,PreEminent Charter,74.7,C,50,3
Hoke County Schools,470320,West Hoke Middle,70.1,C,49.9,3
Mount Airy City Schools,862310,Jones Intermediate,64.1,D,49.9,3
Buncombe County Schools,110412,Williams Elementary,59.7,C,49.8,3
Durham Public Schools,320369,Sandy Ridge Elementary,70.5,C,49.8,3
Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,55.3,C,49.8,3
Richmond County Schools,770316,Ellerbe Middle,77.9,C,49.8,3
Beaufort County Schools,70329,Northeast Elementary,56.6,C,49.7,3
Beaufort County Schools,70338,P S Jones Middle,60.8,C,49.7,3
Duplin County Schools,310356,Kenansville Elementary,68.6,C,49.7,3
Durham Public Schools,320372,Southwest Elementary,58.3,C,49.7,3
Gaston County Schools,360504,Tryon Elementary,47.6,C,49.7,3
Clinton City Schools,821320,Sampson Middle,65.6,D,49.7,3
Montgomery County Schools,620340,West Montgomery High,53.6,B,49.7,3
Wake County Schools,920404,East Garner Middle,60.3,C,49.7,3
Charter Schools,32H000,Research Triangle Charter,67.3,C,49.7,3
Graham County Schools,380310,Robbinsville Middle,63.9,C,49.6,3
New Hanover County Schools,650327,Eugene Ashley High,42.5,C,49.6,3
Onslow County Schools,670324,Jacksonville High,47,B,49.6,3
Columbus County Schools,240356,Hallsboro Middle,73.9,C,49.5,3
Davidson County Schools,290388,West Davidson High,40.1,C,49.5,3
Franklin County Schools,350339,Royal Elementary,73.4,C,49.5,3
Onslow County Schools,670345,Southwest Middle,61.4,C,49.5,3
Pitt County Schools,740337,E B Aycock Middle,70.8,C,49.5,3
Clinton City Schools,821308,Clinton High,54.2,C,49.5,3
Wayne County Public Schools,960387,Spring Creek Middle,65.2,C,49.5,3
Bladen County Schools,90333,Elizabethtown Primary,83.2,C,49.4,3
Cabarrus County Schools,130316,Jay M Robinson High,46.6,C,49.4,3
Nash-Rocky Mount Schools,640362,Southern Nash Middle,64.6,C,49.4,3
Hickory City Schools,181322,Hickory High,47.6,C,49.3,3
Randolph County Schools,760358,Southwestern Randolph High,47.7,B,49.3,3
Rowan-Salisbury Schools,800320,China Grove Middle,47.5,C,49.3,3
Wake County Schools,920560,Smith Elementary,77.1,C,49.3,3
Buncombe County Schools,110348,Emma Elementary,45.7,C,49.2,3
Chatham County Schools,190370,Virginia Cross Elementary,91.7,C,49.2,3
Craven County Schools,250364,Trent Park Elementary,74.9,C,49.2,3
Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,52.8,D,49.2,3
Pitt County Schools,740338,Elmhurst Elementary,59.2,C,49.2,3
Cumberland County Schools,260419,Reid Ross Classical Middle,77.3,D,49.2,3
Charter Schools,32M000,Global Scholars Academy,85.6,D,49.2,3
Durham Public Schools,320314,The School for Creative Studies,51.4,C,49.1,3
Lee County Schools,530314,East Lee Middle,66.6,D,49.1,3
Jackson County Schools,500316,Blue Ridge School,42,D,49,3
Forsyth County Schools,340453,Moore Magnet Elementary,47.2,D,49,3
Onslow County Schools,670337,Heritage Elementary School,50.5,D,49,3
Forsyth County Schools,340540,Walkertown Elementary,45,C,49,3
Granville County Schools,390321,Granville Academy,38.6,D,48.9,3
Lee County Schools,530308,Broadway Elementary,72.8,C,48.9,3
Burke County Schools,120386,W A Young Elementary,64.5,C,48.8,3
Hoke County Schools,470441,Sandy Grove Elementary,76,C,48.8,3
McDowell County Schools,590306,Eastfield Global Magnet School,77,C,48.8,3
Kannapolis City Schools,132312,Fred L Wilson Elementary,45.7,C,48.7,3
Rockingham County Schools,790344,Leaksville-Spray Elementary,62.8,D,48.7,3
Lenoir County Public Schools,540308,Contentnea-Savannah School,72.5,C,48.7,3
McDowell County Schools,590310,East McDowell Middle School,69.7,C,48.7,3
Wilkes County Schools,970390,Wilkes Central High School,45.3,C,48.7,3
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,39,D,48.6,3
Bertie County Schools,80362,Windsor Elementary,65.6,C,48.6,3
Hertford County Schools,460332,Riverview Elementary,66.3,D,48.6,3
Charlotte-Mecklenburg Schools,600305,J M Alexander Middle,52.4,D,48.5,3
Guilford County Schools,410508,Page High,47.6,C,48.5,3
Buncombe County Schools,110410,Avery's Creek Elementary,63.9,D,48.5,3
Lee County Schools,530356,West Lee Middle,68.5,D,48.5,3
Johnston County Schools,510326,West Clayton Elementary,43.2,D,48.4,3
Durham Public Schools,320367,R N Harris Elementary,50.7,C,48.4,3
Craven County Schools,250332,H J MacDonald Middle,67.1,D,48.4,3
Pender County Schools,710320,Cape Fear Middle,78.3,C,48.4,3
Pitt County Schools,740386,Sam D Bundy Elementary,56.2,C,48.4,3
Vance County Schools,910314,Dabney Elementary,65.9,C,48.4,3
Cumberland County Schools,260308,Ashley Elementary,59,C,48.3,3
Cumberland County Schools,260450,Warrenwood Elementary,77.8,C,48.3,3
Forsyth County Schools,340544,Walkertown Middle,67,C,48.3,3
Charter Schools,32D000,Kestrel Heights School,28.9,C,48.3,3
Union County Public Schools,900314,Monroe Middle,51.1,D,48.2,3
Pitt County Schools,740340,Farmville Middle,57.9,C,48.2,3
Charter Schools,61T000,Movement Charter School,76.8,D,48.2,3
Wake County Schools,920580,Vandora Springs Elementary,60.3,C,48.2,3
Kannapolis City Schools,132328,Jackson Park Elementary,40.8,C,48.1,3
Gaston County Schools,360470,North Gaston High,49.5,C,48.1,3
New Hanover County Schools,650316,College Park Elementary,73.3,C,48.1,3
Randolph County Schools,760348,Randleman High,54.4,C,48.1,3
Wilson County Schools,980344,John W Jones Elementary,51,C,48.1,3
Craven County Schools,250308,Bridgeton Elementary,69.6,C,48,3
Cumberland County Schools,260338,Cliffdale Elementary,75.2,C,48,3
Iredell-Statesville Schools,490363,Third Creek Elementary,73.3,C,48,3
Charlotte-Mecklenburg Schools,600453,Merry Oaks International Academy,60.1,C,48,3
Columbus County Schools,240308,Acme Delco Elementary,82.1,D,48,3
Charter Schools,65C000,Douglass Academy,85.5,D,48,3
Guilford County Schools,410461,McLeansville Elementary,49.9,C,47.9,3
Harnett County Schools,430376,South Harnett Elementary,65.4,D,47.9,3
Wake County Schools,920436,Garner High,40.5,C,47.9,3
Guilford County Schools,410340,Monticello-Brown Summit Elem,65.7,C,47.8,3
Richmond County Schools,770348,Richmond Senior High,68.7,C,47.8,3
Caswell County Schools,170339,Oakwood Elementary,63.9,C,47.7,3
Cumberland County Schools,260352,Cumberland Road Elementary,78.7,C,47.7,3
Iredell-Statesville Schools,490368,Union Grove Elementary,49.4,C,47.7,3
Johnston County Schools,510372,Pine Level Elementary,56.9,C,47.7,3
Cumberland County Schools,260414,Benjamin J Martin Elementary,68.8,D,47.7,3
Scotland County Schools,830356,South Scotland Elementary,64.2,C,47.7,3
Columbus County Schools,240332,Chadbourn Elementary,91.3,D,47.7,3
Onslow County Schools,670332,Northwoods Elementary,72.2,C,47.6,3
Orange County Schools,680324,Efland Cheeks Elementary,65.9,C,47.6,3
Orange County Schools,680330,New Hope Elementary,61.5,C,47.6,3
Richmond County Schools,770346,Monroe Avenue Elementary,92.1,C,47.6,3
Union County Public Schools,900316,Forest Hills High,60,C,47.6,3
Wake County Schools,920600,Wendell Elementary,47.2,C,47.6,3
Cumberland County Schools,260400,Montclair Elementary,71.5,C,47.5,3
Franklin County Schools,350336,Louisburg High,56.5,C,47.5,3
Granville County Schools,390322,Granville Central High,55.1,C,47.5,3
Halifax County Schools,420304,Aurelian Springs Institute of Global Lea,69.5,C,47.5,3
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,53.8,C,47.5,3
Guilford County Schools,410397,Western Guilford Middle,76.4,D,47.5,3
Catawba County Schools,180320,Bunker Hill High,50,C,47.4,3
Guilford County Schools,410313,Southern Guilford Middle,52.5,D,47.4,3
Cumberland County Schools,260368,Hope Mills Middle,55.1,D,47.4,3
Richmond County Schools,770351,Richmond 9th Grade Academy,72.5,C,47.4,3
Wake County Schools,920302,River Bend Elementary,60.4,C,47.4,3
Caldwell County Schools,140396,Whitnel Elementary,50.8,C,47.3,3
Columbus County Schools,240304,Acme Delco Middle,79.5,C,47.3,3
Washington County Schools,940306,Creswell Elementary,53.5,D,47.3,3
Lenoir County Public Schools,540316,La Grange Elementary,76.8,C,47.3,3
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,48.9,C,47.3,3
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,50.7,C,47.3,3
Person County Schools,730344,Northern Middle,71.4,D,47.3,3
Vance County Schools,910340,New Hope Elementary,75.1,D,47.3,3
Scotland County Schools,830304,Carver Middle,75.2,D,47.3,3
Bladen County Schools,90318,Bladen Lakes Primary,83.5,D,47.3,3
Onslow County Schools,670322,Hunters Creek Middle,56.3,D,47.2,3
Jones County Schools,520320,Jones Senior High,64.7,B,47.2,3
Scotland County Schools,830328,Laurel Hill Elementary,77.9,D,47.2,3
Union County Public Schools,900304,Benton Heights Elementary,47.4,C,47.2,3
Charter Schools,41C000,Guilford Preparatory Academy,63.9,C,47.2,3
Granville County Schools,390360,Stovall-Shaw Elementary,65,D,47.1,3
Robeson County Schools,780384,Prospect Elementary,74.4,C,47.1,3
Columbus County Schools,240372,Tabor City Elementary,75.3,D,47.1,3
Charter Schools,96F000,Wayne Preparatory Academy,32.9,C,47.1,3
Charter Schools,13B000,Cabarrus Charter Academy,36.1,D,47,3
Beaufort County Schools,70339,Southside High,58,C,47,3
Caldwell County Schools,140332,Gamewell Middle,77.3,C,47,3
Durham Public Schools,320324,Hillandale Elementary,65.2,C,47,3
Wake County Schools,920384,Creech Road Elementary,73.3,C,47,3
Warren County Schools,930330,Mariam Boyd Elementary,65.4,C,47,3
Alamance-Burlington Schools,10372,Pleasant Grove Elementary,52,D,46.9,3
Edgecombe County Public School,330308,G W Carver Elementary,50.1,C,46.9,3
Forsyth County Schools,340564,Wiley Magnet Middle,47.6,C,46.9,3
Franklin County Schools,350332,Louisburg Elementary,85.2,C,46.9,3
Harnett County Schools,430347,Harnett Central Middle,59.3,D,46.9,3
New Hanover County Schools,650352,New Hanover High,54.6,C,46.9,3
Franklin County Schools,350318,Franklinton Elementary,79.3,C,46.8,3
Charter Schools,26C000,The Capitol Encore Academy,59.1,D,46.8,3
Wayne County Public Schools,960330,Eastern Wayne High,52.3,C,46.8,3
Craven County Schools,250344,Havelock Middle,67.5,D,46.7,3
Harnett County Schools,430316,Boone Trail Elementary,69.3,D,46.7,3
Cumberland County Schools,260404,William H Owen Elementary,72,D,46.7,3
Scotland County Schools,830349,Spring Hill Middle,76.5,D,46.7,3
Wake County Schools,920532,Poe Elementary,65,C,46.7,3
Pasquotank County Schools,700322,River Road Middle,67.2,C,46.6,3
Asheboro City Schools,761320,Charles W McCrary Elementary,88.4,C,46.6,3
Guilford County Schools,410542,George C Simkins Jr Elementary,80.3,D,46.6,3
Cumberland County Schools,260367,Bill Hefner Elementary,62,C,46.5,3
Wake County Schools,920370,Centennial Campus Middle,53.5,D,46.5,3
Edgecombe County Public School,330348,West Edgecombe Middle,55.4,C,46.5,3
Madison County Schools,570318,Madison High School,48,C,46.5,3
Pitt County Schools,740388,South Central,53.4,C,46.5,3
Asheboro City Schools,761336,North Asheboro Middle,88.5,C,46.5,3
Stanly County Schools,840303,Albemarle Middle,56.6,C,46.5,3
Lab Schools,50Z000,Catamount School,45.5,D,46.4,3
Charter Schools,41H000,College Prep and Leadership Academy,62,D,46.4,3
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,63,D,46.4,3
Nash-Rocky Mount Schools,640358,Red Oak Middle,55.4,C,46.4,3
New Hanover County Schools,650368,Sunset Park Elementary,90.4,C,46.4,3
Robeson County Schools,780416,Union Elementary,84.6,C,46.4,3
Harnett County Schools,430336,Erwin Elementary,58.4,D,46.3,3
Harnett County Schools,430346,Harnett Central High,49.2,C,46.3,3
Northampton County Schools,660306,Central Elementary,75.8,D,46.3,3
Gaston County Schools,360352,Chapel Grove Elementary,50.5,C,46.2,3
Hoke County Schools,470328,Scurlock Elementary,59.4,C,46.2,3
Guilford County Schools,410530,Reedy Fork Elementary,72.3,D,46.2,3
Stanly County Schools,840356,South Stanly High,43.8,C,46.2,3
Charter Schools,41K000,Piedmont Classical High School,22.6,C,46.2,3
Wake County Schools,920476,Lincoln Heights Elementary,52.2,C,46.1,3
Charter Schools,34F000,Forsyth Academy,81.9,D,46.1,3
Chatham County Schools,190336,Jordan Matthews High,74.3,C,46,3
Cumberland County Schools,260359,E E Smith High,64.9,C,46,3
Hoke County Schools,470332,East Hoke Middle,69.8,D,46,3
Robeson County Schools,780336,Littlefield Middle,74.5,D,46,3
Buncombe County Schools,110340,Erwin High,58.2,C,45.9,3
Montgomery County Schools,620339,West Middle,59,D,45.9,3
Cumberland County Schools,260407,Lake Rim Elementary,50,D,45.8,3
Durham Public Schools,320312,C E Jordan High,39.3,C,45.8,3
Guilford County Schools,410427,Johnson Street Global Studies,60.5,C,45.8,3
Buncombe County Schools,110342,Erwin Middle,68.4,D,45.8,3
Granville County Schools,390312,C. G. Credle Elementary,78.6,D,45.8,3
Kannapolis City Schools,132332,Shady Brook Elementary,49.2,C,45.7,3
Wake County Schools,920403,East Garner Elementary,76.5,D,45.7,3
Forsyth County Schools,340530,Speas Elementary,50.3,D,45.6,3
Craven County Schools,250320,Vanceboro-Farm Life Elementary,79.6,D,45.6,3
Wake County Schools,920464,Knightdale Elementary,70.5,C,45.6,3
Gaston County Schools,360526,York Chester Middle,60.9,D,45.5,3
Perquimans County Schools,720316,Perquimans County High,52.4,C,45.5,3
Cleveland County Schools,230346,James Love Elementary,74.6,D,45.5,3
Charter Schools,33A000,North East Carolina Prep,61.2,C,45.5,3
Franklin County Schools,350324,Franklinton Middle,68.3,C,45.4,3
Guilford County Schools,410499,Oak Hill Elementary,60.2,C,45.4,3
Guilford County Schools,410580,Union Hill Elementary,63.5,C,45.4,3
Charter Schools,00B000,NC Virtual Academy,28,D,45.3,3
Alamance-Burlington Schools,10380,South Graham Elementary,46.4,D,45.3,3
Wake County Schools,920480,Lockhart Elementary,63.4,D,45.3,3
Mitchell County Schools,610334,Mitchell High,41.6,C,45.3,3
Asheboro City Schools,761321,Donna L Loflin Elementary,84.1,C,45.3,3
Alamance-Burlington Schools,10374,R Homer Andrews Elementary,53.1,C,45.2,3
Kannapolis City Schools,132336,Woodrow Wilson Elementary,43.5,D,45.2,3
Cabarrus County Schools,130340,Winecoff Elementary,43.6,D,45.2,3
Charlotte-Mecklenburg Schools,600474,Newell Elementary,53.5,D,45.2,3
Wayne County Public Schools,960338,Grantham Middle,57.9,D,45.2,3
Cumberland County Schools,260371,Ireland Drive Middle,71.3,C,45.1,3
Durham Public Schools,320343,Lucas Middle,64.6,C,45.1,3
Guilford County Schools,410310,Allen Jay Elementary,58,D,45.1,3
Robeson County Schools,780344,Magnolia Elementary,82.3,C,45.1,3
Wake County Schools,920411,East Wake High,54.8,C,45.1,3
Brunswick County Schools,100320,Lincoln Elementary,81.8,C,45,3
Cumberland County Schools,260454,Westover Middle,72.6,C,45,3
Bertie County Schools,80314,Bertie Middle,58.2,D,45,3
Wilson County Schools,980336,Fike High,15.1,C,45,3
Durham Public Schools,320376,Spring Valley Elementary,61.7,C,44.9,3
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,50.3,C,44.9,3
Stokes County Schools,850312,Germanton Elementary,53.2,D,44.8,3
Edgecombe County Public School,330360,Martin Millennium Academy,44.3,C,44.8,3
Brunswick County Schools,100338,Supply Elementary,84.7,D,44.8,3
Macon County Schools,560316,East Franklin Elementary,42.4,D,44.7,3
Cumberland County Schools,260316,Lillian Black Elementary,75.3,C,44.7,3
Durham Public Schools,320316,George L Carrington Middle,68.9,C,44.7,3
Cumberland County Schools,260370,Ed V Baldwin Elementary,56.9,D,44.7,3
New Hanover County Schools,650324,Edwin A Alderman Elementary,67.8,C,44.7,3
Cleveland County Schools,230336,Shelby Intermediate,58.4,C,44.6,3
Wake County Schools,920536,Powell Elementary,49.7,D,44.6,3
Nash-Rocky Mount Schools,640320,Nash Central Middle,55.9,D,44.6,3
Randolph County Schools,760339,Providence Grove High,41.6,C,44.6,3
Charter Schools,00A000,North Carolina Cyber Academy,19.2,D,44.5,3
Cumberland County Schools,260446,Terry Sanford High,55.3,C,44.5,3
Rockingham County Schools,790374,Reidsville Middle,54.6,D,44.5,3
Martin County Schools,580312,E J Hayes Elementary,58.2,D,44.5,3
Hoke County Schools,470312,Hoke County High,71.5,C,44.5,3
Lee County Schools,530343,Southern Lee High School,64.5,C,44.5,3
Cumberland County Schools,260401,Morganton Road Elementary,66.8,D,44.5,3
Rowan-Salisbury Schools,800340,East Rowan High,44.4,C,44.5,3
Kannapolis City Schools,132330,Kannapolis Middle,39.7,D,44.4,3
Cleveland County Schools,230312,Burns High,49.3,C,44.4,3
Columbus County Schools,240371,South Columbus High,63.4,C,44.4,3
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,50.1,D,44.4,3
Wake County Schools,920440,Green Elementary,60.2,D,44.4,3
Charter Schools,42A000,KIPP Halifax College Prep,61.2,D,44.4,3
Onslow County Schools,670308,Blue Creek Elementary,62.1,D,44.4,3
Cabarrus County Schools,130329,Rocky River Elementary,65.2,D,44.4,3
Guilford County Schools,410376,Cyrus P Frazier Elementary,69.3,D,44.4,3
Burke County Schools,120354,Mountain View Elementary,82.6,D,44.4,3
Bladen County Schools,90330,East Bladen High,70.7,C,44.3,3
Johnston County Schools,510412,Clayton Middle,44.8,D,44.3,3
Johnston County Schools,510332,Corinth-Holders Elementary,59.1,D,44.3,3
Greene County Schools,400318,Greene County Intermediate,72.9,C,44.3,3
Lincoln County Schools,550312,Battleground Elementary,65.6,D,44.3,3
Pitt County Schools,740344,Farmville Central High,49.9,C,44.3,3
Craven County Schools,250362,Roger Bell New Tech Academy,58.2,C,44.2,3
Warren County Schools,930340,Northside K-8,53.2,D,44.2,3
Guilford County Schools,410325,Swann Middle School,58.2,D,44.2,3
Wake County Schools,920601,Wendell Middle,60.2,D,44.2,3
Wilson County Schools,980390,Toisnot Middle,19.9,D,44.1,3
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,65.6,D,44.1,3
Granville County Schools,390309,Butner-Stem Middle,69.6,D,44.1,3
Stanly County Schools,840316,East Albemarle Elementary,62.4,C,44.1,3
Guilford County Schools,410460,Eastern Guilford Middle,45.7,D,44,3
Randolph County Schools,760382,Uwharrie Ridge Six-Twelve,50,D,44,3
Guilford County Schools,410577,Sumner Elementary,63.8,D,44,3
Forsyth County Schools,340548,Ward Elementary,67.2,D,44,3
Pender County Schools,710321,Heide Trask High,78,C,44,3
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,46.2,D,43.9,3
Cumberland County Schools,260410,Ponderosa Elementary,64,C,43.9,3
Gaston County Schools,360436,Bessemer City Middle,51.2,C,43.9,3
Hoke County Schools,470330,Hawk Eye Elementary,80.1,C,43.9,3
Columbus County Schools,240344,Evergreen Elementary,85.8,D,43.9,3
Rockingham County Schools,790386,South End Elementary,55.1,D,43.8,3
Forsyth County Schools,340542,Walkertown High,49.3,C,43.8,3
Alamance-Burlington Schools,10392,Sylvan Elementary,62.3,D,43.8,3
Wake County Schools,920332,Beaverdam Elementary,64.1,D,43.8,3
Charlotte-Mecklenburg Schools,600593,Villa Heights Elementary,64.7,D,43.8,3
Harnett County Schools,430332,Dunn Middle,67.9,D,43.8,3
Hyde County Schools,480306,Mattamuskeet Elementary,71,D,43.8,3
Rowan-Salisbury Schools,800328,Corriher Lipe Middle,60.6,D,43.7,3
Wake County Schools,920320,Aversboro Elementary,60.8,D,43.7,3
Charter Schools,32B000,Healthy Start Academy,69.9,D,43.7,3
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,78.1,D,43.7,3
Charter Schools,34B000,Quality Education Academy,66.1,C,43.7,3
Beaufort County Schools,70330,Northside High,42.1,C,43.6,3
Beaufort County Schools,70340,S W Snowden Elementary,84.4,C,43.6,3
Charter Schools,41L000,Gate City Charter,67.2,D,43.6,3
Pitt County Schools,740352,Grifton,70.6,D,43.6,3
Northampton County Schools,660320,Gaston Elementary,74.1,D,43.6,3
Rowan-Salisbury Schools,800410,West Rowan Middle,58.7,D,43.5,3
Forsyth County Schools,340380,Gibson Elementary,63.5,D,43.5,3
Wayne County Public Schools,960386,Spring Creek High,62.3,C,43.5,3
Chatham County Schools,190312,Chatham Middle,87.2,D,43.5,3
Nash-Rocky Mount Schools,640328,Englewood Elementary,53.4,D,43.4,3
Moore County Schools,630350,Southern Middle,64.8,D,43.4,3
Wake County Schools,920408,East Millbrook Middle,68.9,D,43.4,3
Person County Schools,730352,Person High,50.3,C,43.4,3
Pitt County Schools,740324,C M Eppes Middle,76.6,D,43.4,3
Durham Public Schools,320360,Oak Grove Elementary,79.4,D,43.4,3
Robeson County Schools,780330,L Gilbert Carroll Middle,81.6,D,43.4,3
Charter Schools,49G000,Iredell Charter Academy,36.1,D,43.3,3
Lexington City Schools,291308,Charles England Elementary School,65.5,C,43.3,3
Guilford County Schools,410406,High Point Central High,65.2,C,43.3,3
Lexington City Schools,291332,Lexington Middle School,60.9,D,43.3,3
